input_row_key,input_company_name,candidate_company_name,location_score,name_score
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",Aisin Europe,79.29,22.47
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",Joompay,65.07,7.14
33,"American Express Europe Denmark, filial af American Express Europe S.A., Spanien",American Steakhouse,150.88,22.92
339,NAGARRO AS,Nagarro AG,60.36,76.92
339,NAGARRO AS,Nagarro ES,72.64,87.5
339,NAGARRO AS,Nagarro,95.56,76.92
339,NAGARRO AS,Nagarro,60.36,76.92
339,NAGARRO AS,Nagarro GmbH,60.36,76.92
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,Nagarro Hiring Team,199.94,40.0
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,Enterprise Information Services LLC EIS,94.57,58.33
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,BODY PLUS,119.04,14.29
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,Technowell,144.23,13.95
340,NAGARRO ENTERPRISE SERVICES PRIVATE LIMITED,Nagarro ES,45.12,39.02
341,NEC CORPORATION,NEC Corporation NEC Gunma Branch,129.16,25.0
341,NEC CORPORATION,NEC Corporation NEC Kofu Branch,129.29,26.09
341,NEC CORPORATION,NEC Platforms Corporation East Japan Branch,122.58,17.14
341,NEC CORPORATION,NEC Corporation of Malaysia,329.09,31.58
341,NEC CORPORATION,NEC Corporation mae,133.58,54.55
35,ANALYSYS MASON AS,ANALYSYS,54.22,64.0
35,ANALYSYS MASON AS,Analysys Mason,83.33,90.32
35,ANALYSYS MASON AS,Analysys Mason,50.58,90.32
35,ANALYSYS MASON AS,AnalySys,100.43,64.0
35,ANALYSYS MASON AS,Analysys Technology,53.31,55.56
350,NETS DANMARK A/S,NemID,143.31,28.57
350,NETS DANMARK A/S,Nets group,318.95,46.15
350,NETS DANMARK A/S,DRIIVER,318.95,17.39
350,NETS DANMARK A/S,EDC Ejendoms Centret,152.23,16.67
350,NETS DANMARK A/S,NETS EASY MODULES,143.31,42.42
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,EmerioSoft,231.56,27.03
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,Turup Sangroula,87.08,20.0
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,Educating Youth,164.5,38.1
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,OK! Pakistan,239.65,25.64
352,NEWS PUBLICATIONS (PRIVATE) LIMITED,Private Helipad Ali Villa,334.18,26.92
354,NOITSO A/S,Forenede Gruppeliv,316.81,14.29
354,NOITSO A/S,Københavns Kommunes hjemmepleje,316.81,19.51
354,NOITSO A/S,Lægehuset Krumtappen,316.81,6.67
354,NOITSO A/S,Experian,316.81,11.11
354,NOITSO A/S,Gaardmand & Elsøe,316.81,14.81
359,"NORDEA BANK ABP, FILIAL I NORGE",Nordea,330.55,32.43
359,"NORDEA BANK ABP, FILIAL I NORGE",Nordeastiftelsen,178.55,29.79
359,"NORDEA BANK ABP, FILIAL I NORGE",Nordea Bank,330.55,52.38
359,"NORDEA BANK ABP, FILIAL I NORGE",Nordea Asset Management,66.93,38.46
359,"NORDEA BANK ABP, FILIAL I NORGE",Nordea Asset Management,83.33,38.46
362,DMA Research A/S,DMA International,216.3,42.42
362,DMA Research A/S,PrivacyWallet,316.81,13.79
362,DMA Research A/S,DMA Analytics,91.8,34.48
362,DMA Research A/S,Dansk Miljø Analyse,219.09,28.57
362,DMA Research A/S,Busk Demo,316.81,16.0
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,Amazon,334.71,5.56
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,YTL PowerSeraya,334.71,17.78
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,Asur Holdings,334.71,51.16
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,NTT Advanced Technology Singapore,334.71,50.79
366,NTT ASIA PACIFIC HOLDINGS PTE. LIMITED,RigNet Middle East FZE,65.38,30.77
373,Omd (M) Sdn. Bhd.,OMDM - Sklep Odzieżowy,71.72,35.9
373,Omd (M) Sdn. Bhd.,Communaute de Communes OMDM,88.2,20.0
373,Omd (M) Sdn. Bhd.,OMDM,88.2,38.1
373,Omd (M) Sdn. Bhd.,Ocean-Marais de Monts,88.2,31.58
373,Omd (M) Sdn. Bhd.,OMD World Imaging,159.17,37.5
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",SSGFC DISSOLUTION,106.55,14.29
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",Mr.OWhistle,93.53,12.0
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",Herrington Gate,254.31,48.15
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",TABLE ROCK CAPITAL,96.0,24.56
388,"ORRICK, HERRINGTON & SUTCLIFFE (UK) LLP",Orrick Herrington & Sutcliffe,113.69,85.29
393,PELATRO LIMITED,Pelatro,97.45,100.0
393,PELATRO LIMITED,Aspects of History,335.88,32.0
393,PELATRO LIMITED,Pelatro,97.45,100.0
393,PELATRO LIMITED,Pelatro Limited,97.45,100.0
397,PLESNER Advokatpartnerselskab,Jonas Plesner,316.81,33.33
397,PLESNER Advokatpartnerselskab,Konkurrenceretsforeningen,230.44,29.63
397,PLESNER Advokatpartnerselskab,Iben Plesner,316.81,34.15
397,PLESNER Advokatpartnerselskab,Plesners psykolog praksis,222.68,44.44
397,PLESNER Advokatpartnerselskab,Plesner,316.81,38.89
40,ANRITSU A/S,ANRITSU,97.65,77.78
40,ANRITSU A/S,Anteros Zagreb,78.55,43.48
40,ANRITSU A/S,Anritsu,80.17,77.78
40,ANRITSU A/S,Anritsu,97.65,77.78
40,ANRITSU A/S,Anritsu Hardware Co.Ltd,97.65,62.07
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,Pro Pakistani,99.27,53.33
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,ProPakistani,148.89,54.55
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,ProPakistani,286.67,54.55
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,ProPakistani,286.67,54.55
407,PROPAKISTANI SOLUTIONS (PRIVATE) LIMITED,Private Helipad Ali Villa,187.8,24.56
408,DRAKA NORSK KABEL AS,Magnussen Spesialsko,331.64,15.79
408,DRAKA NORSK KABEL AS,Total Coating,331.64,25.81
408,DRAKA NORSK KABEL AS,Modul System,79.29,25.0
408,DRAKA NORSK KABEL AS,Antras,331.64,23.08
408,DRAKA NORSK KABEL AS,Celsa Steel Service,131.15,21.62
411,QCC INTERSCAN LTD,QCC Ltd.,242.83,44.44
411,QCC INTERSCAN LTD,QCC Global,245.54,43.48
411,QCC INTERSCAN LTD,Best buy cars,242.96,23.08
411,QCC INTERSCAN LTD,QCC,137.36,37.5
411,QCC INTERSCAN LTD,Interscan Transportation,236.63,48.65
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Jade,230.55,19.72
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Frequency Systems,329.7,54.76
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,KABSNAB-TELEKOM KST,54.92,12.5
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Frequency Systems GmbH,329.7,54.76
417,Radio Frequency Systems Gesellschaft mit beschrankter Haftung,Radio Frequency Communications,136.01,44.94
429,RTTD LTD,RTTD,80.85,100.0
429,RTTD LTD,RTTD Studio,91.3,53.33
429,RTTD LTD,Rttd,47.6,100.0
430,BRINTH & HILLERUP A/S,Escape,318.89,14.81
430,BRINTH & HILLERUP A/S,Hillerup Brøndboring v Carlo Nielsen,132.26,38.6
430,BRINTH & HILLERUP A/S,WI Industrial Display,318.89,28.57
430,BRINTH & HILLERUP A/S,Hillerup Grafisk Design,151.82,50.0
430,BRINTH & HILLERUP A/S,Hillerup Gredstedbro,132.26,48.78
431,SAGEMCOM BROADBAND SAS,Sagemcom Broadband SAS.,100.85,96.97
431,SAGEMCOM BROADBAND SAS,Sagemcom,76.07,40.0
431,SAGEMCOM BROADBAND SAS,Sagemcom,94.71,40.0
431,SAGEMCOM BROADBAND SAS,Sagemcom,190.33,40.0
